Savol;Javob1;Javob2;Javob3;Javob4
Tashqi iqtisodiy shartnoma ishtirokchilari uchun valuta riski paydo bo‘lishining shartlari to‘g‘ri ko‘rsatilgan javobni ko‘rsating;ochiq valuta pozitsiyasining mavjudligi, shartnoma valutasi sifatida xorijiy valutadan foydalanish, shartnomaning tuzilishi va u bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi; ochiq valuta pozitsiyasining mavjudligi, shartnomaning bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi;yopiq valuta pozitsiyasining mavjudligi, shartnomaning tuzilishi va u bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi;yopiq valuta pozitsiyasining mavjudligi, shartnoma valutasi sifatida xorijiy valutadan foydalanish, shartnomaning tuzilishi va u bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi;
Valuta bozori ishtirokchisining talablar va majburiyatlarining, shu jumladan, xorijiy va milliy valutadagi balansdan tashqari aktiv va passivlarining mos kelmasligi nima deb ataladi? ;ochiq valuta mavqei ;yopiq valuta mavqei ;uzun valuta mavqei ;qisqa valuta mavqei 
Milliy valutaning chet el valutalariga yoki xalqaro hisob-kitob pul birliklariga nisbatan qadrining tushishi ………… deb ataladi. ;inflatsiya ;imobilizatsiya ;devalivatsiya ; revalvatsiya 
Valutani sotish yoki sotib olish bo‘lib, keyinchalik teskari bitim tuzib, valuta kurslari farqi yordamida foyda olish uchun qanday operatsiya amalga oshiriladi? ;valuta arbitraji;Autrayt; Metching;kotirovka
So‘mda 5000 AQSH dollari depozitga joylashtirilgan. Depozit muddati boshida 1 AQSH dollari 8400 so‘mni, kutilayotgan xarid narxi 8650 so‘mni tashkil etadi. Depozit foiz stavkasi milliy valutada yillik 20 %. Depozit muddati 6 oy. So‘mda joylashtirilgan depozitning 6 oy muddatdan so‘ng xorijiy valutadagi qiymatini aniqlang. ;5341 $;5221 $; 5300 $;5500 $.
“..……… asosan savdo operatsiyalari, shuningdek, dividend to‘lovlari va moliyaviy investitsiyalash bo‘yicha pulli shartnomalar bilan bog‘liq holda yuzaga keladi”. Yuqorida qaysi turdagi valuta riskiga ta’rif berilgan?;operatsion valuta riski;translatsion valuta riski;iqtisodiy valuta riski;tranzaksion valuta riski 
Istalgan valutani tavsiflovchi asosiy omil to‘g‘ri ko‘rsatilgan javobni ko‘rsating.;rezident va norezidentlarning valutaga bo‘lgan ishonch darajasi; investitsiya muhitini yaxshilanishi ; import darajasini oshishi ;valayuta siyosatini erkinlashuvi
Valuta riski turlari to‘g‘ri ko‘rsatilgan javobni ko‘rsating.;operatsion, translatsion, iqtisodiy valuta riski ;moliyaviy, translatsion, iqtisodiy valuta riski ;bazaviy, xorijiy, operatsion valuta riski;sof, derevativ, translatsion, iqtisodiy valuta riski 
Tashqi iqtisodiy shartnoma ishtirokchilari uchun valuta riski paydo bo‘lishining shartlari to‘g‘ri ko‘rsatilgan javobni ko‘rsating;ochiq valuta pozitsiyasining mavjudligi, shartnoma valutasi sifatida xorijiy valutadan foydalanish, shartnomaning tuzilishi va u bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi; ochiq valuta pozitsiyasining mavjudligi, shartnomaning bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi;yopiq valuta pozitsiyasining mavjudligi, shartnomaning tuzilishi va u bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi;yopiq valuta pozitsiyasining mavjudligi, shartnoma valutasi sifatida xorijiy valutadan foydalanish, shartnomaning tuzilishi va u bo‘yicha hisob-kitob orasida vaqt uzilish davrining mavjudligi;
Valuta bozori ishtirokchisining talablar va majburiyatlarining, shu jumladan, xorijiy va milliy valutadagi balansdan tashqari aktiv va passivlarining mos kelmasligi nima deb ataladi? ;ochiq valuta mavqei ;yopiq valuta mavqei ;uzun valuta mavqei ;qisqa valuta mavqei 
Milliy valutaning chet el valutalariga yoki xalqaro hisob-kitob pul birliklariga nisbatan qadrining tushishi ………… deb ataladi. ;inflatsiya ;imobilizatsiya ;devalivatsiya ; revalvatsiya 
Valutani sotish yoki sotib olish bo‘lib, keyinchalik teskari bitim tuzib, valuta kurslari farqi yordamida foyda olish uchun qanday operatsiya amalga oshiriladi? ;valuta arbitraji;Autrayt;Metching;kotirovka
So‘mda 5000 AQSH dollari depozitga joylashtirilgan. Depozit muddati boshida 1 AQSH dollari 8400 so‘mni, kutilayotgan xarid narxi 8650 so‘mni tashkil etadi. Depozit foiz stavkasi milliy valutada yillik 20 %. Depozit muddati 6 oy. So‘mda joylashtirilgan depozitning 6 oy muddatdan so‘ng xorijiy valutadagi qiymatini aniqlang. ;5341 $;5221 $; 5300 $;5500 $.
“..……… asosan savdo operatsiyalari, shuningdek, dividend to‘lovlari va moliyaviy investitsiyalash bo‘yicha pulli shartnomalar bilan bog‘liq holda yuzaga keladi”. Yuqorida qaysi turdagi valuta riskiga ta’rif berilgan?;operatsion valuta riski;translatsion valuta riski;iqtisodiy valuta riski;tranzaksion valuta riski 
Riskning qanday funksiyalari mavjud?;Rag’batlantiruvchi, himoyalovchi;Himoyalovchi, qarama-qarshilik;Alternativlilik, noaniqlik;Rag’batlantiruvchi, alternativlilik
Alternativlilik, bu ……?;bir yoki bir qancha ko’rinishdagi qarorlarni tezlik bilan tanlashda namoyon bo’ladi;risk bir tomonlama muhim iqtisodiy, siyosiy va ma’naviy-ahloqiy natijalarda namoyon bo’ladi;kutilmagan holatlar bilan bog’liq va namoyon boladi;korxona va tashkilotlar faoliyatiga siyosiy ahvoldagi o’zgarishlar ta’siridir
Bozor risklarini tahlil qilishda qamday usullardan foydalaniladi ?;Monte-Karlo, ekspert bahplash, zararsizlik nuqtasi, qarorlar daraxtini barpo etish ;Monte-Karlo, zararsizlik nuqtasi, ekspert baholash, likvidlik koeffitsiyenti;Monte-Karlo, ekspert bahplash, likvidlik koeffitsiyenti, qarorlar daraxtini barpo etish;ekspert bahplash, zararsizlik nuqtasi, qarorlar daraxtini barpo etish, likvidlik koeffitsiyenti
Giring bu . . . . . . ?;koeffitsiyent bo’lib, uning mohiyati foiz hisoblanadigan jalb qilingan kapital miqdorining aksiyadorlik kapitaliga nisbatini aniqlashdir;korxona va tashkilotlar faoliyatiga siyosiy ahvoldagi o’zgarishlar ta’siridir;bir yoki bir qancha ko’rinishdagi qarorlarni tezlik bilan tanlashda namoyon bo’ladi;Muomaladagi oddiy aksiyalar hisobiga shakilantirilgan kapital bilan zaxiralarning balans qiymatlari yig’indisi
Foiz stavkalari darajasiga ta’sir ko’rsatuvchi qanday omillar mavjud?;davlat siyosati, pul massasi, kelgusi inflatsiyaga nisbatan kutishlar;soliqqa tortish, davlat siyosati, pul massasi;pul massasi, kelgusi inflatsiyaga nisbatan kutishlar;soliqqa tortish, davlat siyosati, pul massasi, kelgusi inflatsiyaga nisbatan kutishlar
Investitsion loyihalarni moliyalashtirishdagi risklarni yuzaga kelish sabablarini qanday guruhlarga ajratish mumkin?;tashqi va ichki sabablar;siyosiy va iqtisodiy;moliyaviy va huquqiy;boshqarish va tartiblash
. . . . . . . . . . .- rejalashtirilgan va kutilmagan majburiyatlarni o'z vaqtida va samarali bajara olmaslik, qo'shimcha likvid mablag'lar olish, shuningdek, bank aktivlarini minimal yo'qotish bilan darhol sotish imkoniyatini kamaytirish xavfi;Likvidlilik riski;Kredit riski;Tizimli risk;Fiskal-monetar risk
Absolut likvid mablag’lar tarkibi balans aktiv qismining ikkinchi bo’limi 3 qisimdan iborat, ular to’g’ri ko’rsatilgan qatorni toping ?;oson ishlatiladigan zaxiralar, pul mablag’lari, oson amalga oshiradigan talablar;o’z aylanma mablag’lar, joriy likvidlik, pul mablag’lari; oson amalga oshiradigan talablar, oson ishlatiladigan zaxiralar, joriy likvidlik; oson amalga oshiradigan talablar, oson ishlatiladigan zaxiralar, o’z aylanma mablag’lar
Kreditga layoqatlilikni ifodalovchi  asosiy ko’rsatkichlarni toping?;Qoplash, muxtoriylik, likvidlilik koeffitsiyentlari;Rentabellik, qoplash, muxtoriylik  koeffitsiyentlari;O’z aylanma mablag’lari mavjudligi, qoplash, aylanma mablag’larining aylanuvchanlik koeffitsiyentlari;Rentabellik, qoplash, qoplash, aylanma mablag’larining aylanuvchanlik koeffitsiyentlari
Korxonalarning kriditga layoqatliligini aniqlashda ishlatiladigan ko’rsatkichlar guruhini tog’ri berilgan qatorni toping?;asosiy ko’rsatkichlar, qo’shimcha koeffitsentlar;qo’shimcha koeffitsentlar, o’z aylanma mablag’lar mavjudliligi;asosiy ko’rsatkichlar, o’z aylanma mablag’lar mavjudliligi;Rentabellik, o’z aylanma mablag’lar mavjudliligi
Mijozning aylanma kapitali strukturasini baholash asosida yaqin kelajakda bankdan olgan kreditlarini tezkor va o’z vaqtida to’lay olish qobiliyatini qaysi koeffitsent orqali aniqlanadi?;Likvidlilik;Qoplash;Muxtoriylik;Rentabellik
Jahon amaliyotida korxona likvid mablag’lari to’g’ri ko’rsatilgan qatorni toping?;Absolut, joriy likvid mablag’lar;Absolut, yillik mablag’lar;Yillik, joriy mablag’lar;Pul, yillik mablag’lar
Investitsiya risklari o’z ichiga qanday risk turlarini oladi?;to’g’ridan to’g’ri moliyaviy yo’qotishlar riski, daromadlar pasayish riski , qo’ldan chiqarilgan yutuqlar riski;daromadlar pasayish riski ,investitsion loyihaning ishlab chiqilishi;qo’ldan chiqarilgan yutuqlar riski , biznes g’oyaning  paydo bo’lishi;davlat tomonidan iqtisodiyotni tartibga solish tadbirlarining o’zgarishi ,loyihaviy normativlarni o’zgarishi
Investitsion risk tarifi berilgan qatorni aniqlang.;investitsion loyihalarni amalga oshirish natijasida kutilgan foydani ololmaslik ehtimolli;loyihadan ko'zlangan maqsadlarga erisha olmaslik ehtimolidir;Investitsion loyihalarning o’zini oqlamasligi, rentabellik darajasini pasayishi;depozitlar va kreditlar foiz stavkalarining pasayishi daromadlar pasayish riskining namoyon bo’lish shakllari 
Portfelli investitsiyalar bo’yicha  dividendlar va foizlar miqdorining kamayishi, depozitlar va kreditlar foiz stavkalarining pasayishi investitsion riskning qaysi turiga kiradi.;daromadlar pasayish riski;to’g’ridan-to’g’ri moliyaviy yo’qotishlar riski ;Investitsoin faoliyatidagi risk;qo’ldan chiqarilgan yutuqlar riski 
Qo’ldan chiqarilgan yutuqlar riski deganda nima tushunasiz.;ma’lum bir investitsion loyihani amalga oshmay qolishi natijasida foyda olmay qolish riski tushuniladi;dividendlar va foizlar miqdorining kamayishi, depozitlar va kreditlar foiz stavkalarining pasayishi;o’zini  oqlamasligi, rentabellik darajasini pasayishi;investitsion loyihalarni amalga oshirish natijasida kutilgan foydani ololmaslik ehtimolli
Investitsion loyihaning butun bir hayotiy sikli davomida risklarning yuzaga keladigan qanday davriy holatlarini ajratib ko’rsatish mumkin.;biznes g’oyaning paydo bo’lishi;  investitsion loyihaning ishlab chiqilishi;  investitsion loyihaning amalga oshirilishi;  investitsion loyihani amalga oshirishning nihoyasiga yetkazilishi, tayyor mahsulotlarning ishlab chiqilishi va sotilishi;raqobatbardosh maxsulotlarni ishlab chiqarish, standart  va me’yorlarga rioya qilish, investitsion loyihaning amalga oshirilishi;  investitsion loyihani amalga oshirishning nihoyasiga yetkazilishi;sifatni boshqarish , tannarxni boshqarish, tayyor mahsulotlarning ishlab chiqilishi va sotilishi;ichki sud jarayonlari, Montr-Karlo usulida risklarni imitatsion modellashtirish, investitsion loyihaning amalga oshirilishi;  investitsion loyihani amalga oshirishning nihoyasiga yetkazilishi
Investitsiya loyihalarini moliyalashtirishdagi risklarni yuzaga keltiruvchi ichki sabablar…………… ;boshqarish samaradorligining pastligi; samarasiz marketing; mahsulotlarning noraqobatbardoshligi; ishlab chiqarish salohiyatining yetarli emasligi; moliyaviy holatning yomonlashuvi; huquqiy muhitning yaxshi emasligi;davlat tomonidan iqtisodiyotni tartibga solish tadbirlarining o’zgarishi;mamlakatda siyosiy vaziyatning o’zgarishi; tabiiy halokatlar;ekologik muhitning buzilishi;boshqarish samaradorligining pastligi; samarasiz marketing; mahsulotlarning noraqobatbardoshligi ;ishlab chiqarish salohiyatining yetarli emasligi; moliyaviy holatning yomonlashuvi; huquqiy muhitning yaxshi emasligi 
Investitsion riskni baholashning subyektiv usulida zararlar ehtimolini ikkita me`zon yordamida baholashga asoslangan:;kutilayotgan o`rtacha qiymat; ehtimol qilingan natijaning o`zgaruvchanligi ;daromadlarni pasayish riski; qo’ldan chiqarilgan yutuqlar riski ;tashqi sabablar; ichki sabablar ;kutilayotgan o`rtacha qiymat; qo’ldan chiqarilgan yutuqlar
Haqiqiy erishilgan natijalar o’rtacha tortilganining o’rtacha kutilayotgan natijalar farqlanish kvadratining kuzatuvlar soniga nisbati nima deb ataladi.;Dispersiya;Kutilayotgan o’rtacha qiymat;Ehtimol qilingan natijaning o’zgaruvchanligi;Variatsiya
Investitsiya loyihasi bo’yicha olinadigan natijalarning o’zgaruvchanlik darajasining nisbiy miqdorini qanday koeffisient orqali aniqlanadi.;Variatsiya;Dispersiya;Regressiya;Korrelyatsiya
Pul mablag‘larining qiymati muayyan vaqtda bir xil emasligi, ya’ni bugungi bir so‘m bir yildan keyingi bir so‘mga (iste’mol qiymati bo‘yicha) teng emasligi qanday usul hisoblanadi.;Diskontlash;Dispersiya;Variatsiya;O’rtacha tortilgan
Investitsiyalash obyektidan foydalanish davrida oldindan qat’iy belgilangan va o‘zgarmas foiz stavkasida olinadigan daromadlar hamda qilinadigan xarajatlarning alohida muayyan davrdagi barcha kirim va chiqimlarning diskontlashtirilishi yo‘li bilan olingan hamda ular o‘rtasidagi farqni ifodalovchi ko’rsatgich ;Sof joriy qiymat;Kutilgan daromad;Diskont stavka;Kutilayotgan o’rtacha qiymat
Investitsion loyihalarni o’zini oqlamasligi, rentabellik darajasini pasayishi ……….. ga olib keladi.;to’g’ridan to’g’ri moliyaviy yo’qotishlar;daromadlarni pasayishi ;yangi moliyalashtirish manbalarini aniqlash; foyda kamayishi yoki oshishi
Loyihaning variatsiya darajasi 8% ekanligi aniqlandi. Investor qanday xulosga keladi; loyiha kam riskli;loyiha o’rtacha riskli;loyiha yuqori riskli ;loyiha riskli emas
Kreditga layoqatlilikni ifodalovchi asosiy ko`rsatkichlar berilgan qatorni aniqlang.;qoplash koeffitsienti; o`z aylanma mablag`lari bilan ta`minlanganlik (muxtoriylik) koeffitsienti; likvidlik koeffitsienti;aylanma mablag`larining aylanuvchanlik koeffitsienti; o`z aylanma mablag`lari mavjudligi; foyda va rentabellik koeffitsientlari;turli хil mаkrо vа mikrоiqtisоdiy оmillаr, iqtisоdiy vа siyosiy muhitdаgi o’zgаrishlаr, sаlbiy хоllаr tufаyli оlingаn krеditni to’lаshgа mоs pul оqimini tаshkil qilа оlmаslik;krеditning tа’minlаngаnligi uchun оlingаn gаrоvning qiymаti vа sifаti bo’yichа to’liq ishоnchning yo’qligi; yuqоri bilimgа egа bo’lgаn kredit tashkiloti хоdimlаri vа mijоzlаrning yеtishmаsligi;
Qarzlarni to’lash uchun to’rtta potentsial pul mablag’lari manbasi mavjud: ;tijorat operatsiyalari; asosiy vositalarni sotish; yangi mablag’ topish; uchinchi tomon kafolati.;Maksimal potentsial zarar; kechiktirilgan to‘lovlar;Aksiyadorlik kapitali; jalb qilingan capital;Kreditga layoqatlilikni ifodalovchi ko‘rsatkichlarni aniqlash; ko‘rsatkichlarni tahlil qilish; ko‘rsatkichlarga ta’sir etuvchi omillarni aniqlash
Bozor risklarini keltirib chiqaruvchi risklar;Iqtisodiy va siyosiy risk; Qonunchilik bilan bog`liq risklar; Valyuta riski; Tovar narxi risklari; Foiz riski; Moliya bozori riski ;Valyuta riski; bozor riski;kredit riski;inflyatsiya riski investitsiya riski; foiz riski;Sof risklar;tijorat riski; moliyaviy risk; spekulativ risklar;moliyaviy risk; spekulativ risklar; Qonunchilik bilan bog`liq risklar; Valyuta riski
Real daromadlilik stavkasi nima?;kreditor tomonidan ishlab topilgan hamda pulning sotib olish qobiliyati o‘zgarishi hisobga olingan holda to‘g‘rilangan yoki o‘zgartirilgan nominal foiz stavkasidir;pul massasining tovar aylanmasi ehtiyojlariga nisbatan ortib ketishi natijasida pul birligining qadrsizlanishi va shunga mos ravishda tovar narxlarining o`sishidir.;inflyatsiyaning o’sishi natijasida olinadigan pul shaklidagi daromadlarning qadrsizlanishidir.;investitsion loyihalarni amalga oshirish natijasida kutilgan foydani ololmaslik ehtimolli
Foiz stavkalari darajasiga ta’sir ko’rsatuvchi omillar: ;davlat siyosati; pul massasi; kelgusi inflyatsiyaga nisbatan kutishlar ;o’zini  oqlamasligi, rentabellik darajasini pasayishi;raqobatbardosh maxsulotlarni ishlab chiqarish, standart  va me’yorlarga rioya qilish;davlat siyosati;Investitsion qo’yilma tarkibi; to’lovlar muddati;foiz stavka xarakati
Foiz marjasining hajmiga ta’sir qiluvchi omillar;investitsion qo‘yilmalarining tarkibi va hajmi hamda ularning manbasi, to‘lovlar muddati, foiz stavkalarining foydalanilishi va ularning harakati  ;davlat siyosati; pul massasi; kelgusi inflyatsiyaga nisbatan kutishlar;moliyaviy majburiyatlarning bajarishgacha bo’lgan vaqt; majburiyatlarni bajarmaslik riski; moliyaviy majburiyatlar likvidligi; soliqqa tortish darajasi;investitsion qo‘yilmalarining tarkibi va hajmi hamda ularning manbasi; moliyaviy majburiyatlarning bajarishgacha bo’lgan vaqt
Foiz riskining paydo bo'lishi omilari ……………. tomonidan aniqlanadi.;Bazel Qo‘mitasi;Moliya qo'mitasi;Bank qo'mitasi;Zararsizlik qo'mitasi
…………………… riski aktiv va passivlarning to'lov muddatlari boʻyicha balanslashtirilmaganligi orqali aniqlanadi? ;narxlar o`zgarishi;egri daromad o'zgarishi riski; bazaviy risk;opsionlar bilan bog'liq risk
Aktiv va passivlar bo'yicha foiz stavkalari oʻzgarishida vaqtlar bo'yicha mos kelmasligi natijasida olinayotgan daromad tengligining buzilishi qaysi riskda ko`rsatilgan?;egri daromad o'zgarishi riski;narxlar o'zgarishi riski;bazaviy risk;opsionlar bilan bog'liq riski
Moliyaviy instrumentlarini qayta baholash vaqtida olingan va to'langan foizlarni boshqarishda noaniq komplyasiya o'tkazish qaysi riskda ko`rsatilgan?;bazaviy risk;narxlar o'zgarishi riski;egri daromadlar riski;opsionlar riski
Aktiv  va passivlar muddatlari bo'yicha o'zgarishi opsion bitimlarda foiz risklarini keltirib chiqaradi bu qaysi riskda namoyon bo’ladi?;opsion risklar bilan bog'liq risk;egri daromadlar riski;bazaviy risk;narxlar riski
Foiz riskini baholashda qaysi ko'rsatkichdan foydalaniladi?;foiz marjasi; investitsiya marjasi;kredit marjasi;kapital marjasi;
………  ……….  deganda daromad keltiruvchi aktivlar bo'yicha foiz daromadlar bilan bankning majburiyatlari bo'yicha foizli xarajatlari o'rtasidagi farq tushuniladi.;foiz marjasi;Investitsiya marjasi; kredit marjasi; kapital marjasi
Qanday ko'rsatkich orqali bank kredit shartnomasiga kirishdan oldin, xarajatlarini qoplashgina qolmay, balki rejalashtirilgan foydani olish imkoniyatiga ega boʻladi?;Moʻljallanayotgan foiz marjasi ;Bank aktiv operatsiyalarining minimal daromadi;Aktiv va passivlar;Mo'ljallangan foiz
“Risk doimo noaniqlik bilan birga kelib, oxirgi o‘z navbatida oldindan ko‘ra bilish qiyin yoki mumkin bo‘lmagan voqealar bilan bog‘liq bo‘ladi” ushbu fikrlar kimga tegishli?;V.M.Usoskin;P.G.Grabovoy;S.I.Ojegov;S.N.Petrova  
…………………………..iqtisodchilar A.Marshall va A.Pigu tadbirkorlik riskining neoklassik nazariyasini yaratdilar?;XX asrning 30-yillarida;XX asrning 40-yillarida ;XIX asrning 30-yillarida;XIX asrning 40-yillarida 
Risk to‘g‘risidagi fikrlarni umumlashtirilgan holda prof. V.V.Kovalyovning  quyidagi keltirilgan ta’riflardan xato ma’lumotni aniqlang?;Qo‘yilgan maqsadga yetib borishni aniqligi ;subyektiv holatda belgilangan natijani baholash.;noaniqliq holatda natijani belgilash;qo‘yilgan maqsadga yetib bormaslik
……………………. korxonalarda ma’lum bir faoliyat turlari bo‘yicha uning foiz ko‘rsatkichlari yoki to‘lovlarini oshib ketishi hamda kamayib ketishi ehtimolligi natijasida foyda hajmini belgilangan darajada ololmaslik ehtimolligidir?;Foiz riski ;Investitsion risk ;Valyuta riski ;Inflyatsiya riski 
